1997-02-01,Aston Villa,Sunderland,1-0
1997-02-01,Blackburn,West Ham,2-1
1997-02-01,Derby,Liverpool,0-1
1997-02-01,Everton,Nott'm Forest,2-0
1997-02-01,Leeds,Arsenal,0-0
1997-02-01,Man United,Southampton,2-1
1997-02-01,Sheffield Weds,Coventry,0-0
1997-02-01,Tottenham,Chelsea,1-2
1997-02-01,Wimbledon,Middlesbrough,1-1
1997-02-02,Newcastle,Leicester,4-3
1997-02-15,Derby,West Ham,1-0
1997-02-15,Tottenham,Arsenal,0-0
1997-02-19,Arsenal,Man United,1-2
1997-02-19,Aston Villa,Coventry,2-1
1997-02-19,Derby,Sheffield Weds,2-2
1997-02-19,Liverpool,Leeds,4-0
1997-02-22,Chelsea,Man United,1-1
1997-02-22,Coventry,Everton,0-0
1997-02-22,Leicester,Derby,4-2
1997-02-22,Liverpool,Blackburn,0-0
1997-02-22,Middlesbrough,Newcastle,0-1
1997-02-22,Nott'm Forest,Aston Villa,0-0
1997-02-22,Southampton,Sheffield Weds,2-3
1997-02-22,Sunderland,Leeds,0-1
1997-02-23,Arsenal,Wimbledon,0-1
1997-02-24,West Ham,Tottenham,4-3
1997-02-26,Southampton,Wimbledon,0-0
1997-03-01,Blackburn,Sunderland,1-0
1997-03-01,Derby,Chelsea,3-2
1997-03-01,Everton,Arsenal,0-2
1997-03-01,Leeds,West Ham,1-0
1997-03-01,Man United,Coventry,3-1
1997-03-01,Newcastle,Southampton,0-1
1997-03-01,Sheffield Weds,Middlesbrough,3-1
1997-03-01,Tottenham,Nott'm Forest,0-1
1997-03-01,Wimbledon,Leicester,1-3
1997-03-02,Aston Villa,Liverpool,1-0
1997-03-03,Coventry,Wimbledon,1-1
1997-03-04,Sunderland,Tottenham,0-4
1997-03-05,Chelsea,Blackburn,1-1
1997-03-05,Leicester,Aston Villa,1-0
1997-03-05,Middlesbrough,Derby,6-1
1997-03-05,Nott'm Forest,Sheffield Weds,0-3
1997-03-05,Southampton,Everton,2-2
1997-03-08,Arsenal,Nott'm Forest,2-0
1997-03-08,Coventry,Leicester,0-0
1997-03-08,Leeds,Everton,1-0
1997-03-08,Sunderland,Man United,2-1
1997-03-10,Liverpool,Newcastle,4-3
1997-03-11,Blackburn,Nott'm Forest,1-1
1997-03-12,Leeds,Southampton,0-0
1997-03-12,Sheffield Weds,Sunderland,2-1
1997-03-12,West Ham,Chelsea,3-2
1997-03-15,Aston Villa,West Ham,0-0
1997-03-15,Blackburn,Wimbledon,3-1
1997-03-15,Everton,Derby,1-0
1997-03-15,Leicester,Middlesbrough,1-3
1997-03-15,Man United,Sheffield Weds,2-0
1997-03-15,Newcastle,Coventry,4-0
1997-03-15,Nott'm Forest,Liverpool,1-1
1997-03-15,Southampton,Arsenal,0-2
1997-03-15,Tottenham,Leeds,1-0
1997-03-16,Chelsea,Sunderland,6-2
1997-03-18,Wimbledon,West Ham,1-1
1997-03-19,Chelsea,Southampton,1-0
1997-03-19,Leicester,Tottenham,1-1
1997-03-19,Middlesbrough,Blackburn,2-1
1997-03-22,Blackburn,Aston Villa,0-2
1997-03-22,Coventry,West Ham,1-3
1997-03-22,Derby,Tottenham,4-2
1997-03-22,Everton,Man United,0-2
1997-03-22,Middlesbrough,Chelsea,1-0
1997-03-22,Sheffield Weds,Leeds,2-2
1997-03-22,Southampton,Leicester,2-2
1997-03-22,Sunderland,Nott'm Forest,1-1
1997-03-23,Wimbledon,Newcastle,1-1
1997-03-24,Arsenal,Liverpool,1-2
1997-03-24,Middlesbrough,Nott'm Forest,1-1
1997-04-05,Aston Villa,Everton,3-1
1997-04-05,Chelsea,Arsenal,0-3
1997-04-05,Man United,Derby,2-3
1997-04-05,Newcastle,Sunderland,1-1
1997-04-05,Nott'm Forest,Southampton,1-3
1997-04-05,Tottenham,Wimbledon,1-0
1997-04-06,Liverpool,Coventry,1-2
1997-04-07,Leeds,Blackburn,0-0
1997-04-09,Coventry,Chelsea,3-1
1997-04-09,Derby,Southampton,1-1
1997-04-09,Everton,Leicester,1-1
1997-04-09,Sheffield Weds,Tottenham,2-1
1997-04-09,West Ham,Middlesbrough,0-0
1997-04-09,Wimbledon,Aston Villa,0-2
1997-04-12,Arsenal,Leicester,2-0
1997-04-12,Blackburn,Man United,2-3
1997-04-12,Derby,Aston Villa,2-1
1997-04-12,Everton,Tottenham,1-0
1997-04-12,Southampton,West Ham,2-0
1997-04-13,Sheffield Weds,Newcastle,1-1
1997-04-13,Sunderland,Liverpool,1-2
1997-04-16,Everton,Liverpool,1-1
1997-04-16,Newcastle,Chelsea,3-1
1997-04-16,Wimbledon,Leeds,2-0
1997-04-19,Arsenal,Blackburn,1-1
1997-04-19,Aston Villa,Tottenham,1-1
1997-04-19,Chelsea,Leicester,2-1
1997-04-19,Liverpool,Man United,1-3
1997-04-19,Middlesbrough,Sunderland,0-1
1997-04-19,Newcastle,Derby,3-1
1997-04-19,Nott'm Forest,Leeds,1-1
1997-04-19,Sheffield Weds,Wimbledon,3-1
1997-04-19,Southampton,Coventry,2-2
1997-04-19,West Ham,Everton,2-2
1997-04-21,Coventry,Arsenal,1-1
1997-04-22,Blackburn,Sheffield Weds,4-1
1997-04-22,Leeds,Aston Villa,0-0
1997-04-22,Sunderland,Southampton,0-1
1997-04-22,Wimbledon,Chelsea,0-1
1997-04-23,Derby,Nott'm Forest,0-0
1997-04-23,Leicester,West Ham,0-1
1997-04-24,Tottenham,Middlesbrough,1-0
1997-05-03,Arsenal,Newcastle,0-1
1997-05-03,Chelsea,Leeds,0-0
1997-05-03,Coventry,Derby,1-2
1997-05-03,Leicester,Man United,2-2
1997-05-03,Liverpool,Tottenham,2-1
1997-05-03,Middlesbrough,Aston Villa,3-2
1997-05-03,Nott'm Forest,Wimbledon,1-1
1997-05-03,Southampton,Blackburn,2-0
1997-05-03,Sunderland,Everton,3-0
1997-05-03,West Ham,Sheffield Weds,5-1
1997-05-05,Man United,Middlesbrough,3-3
1997-05-06,West Ham,Newcastle,0-0
1997-05-06,Wimbledon,Liverpool,2-1
1997-05-07,Leicester,Sheffield Weds,1-0
1997-05-08,Blackburn,Middlesbrough,0-0
1997-05-08,Man United,Newcastle,0-0
1997-05-11,Aston Villa,Southampton,1-0
1997-05-11,Blackburn,Leicester,2-4
1997-05-11,Derby,Arsenal,1-3
1997-05-11,Everton,Chelsea,1-2
1997-05-11,Leeds,Middlesbrough,1-1
1997-05-11,Man United,West Ham,2-0
1997-05-11,Newcastle,Nott'm Forest,5-0
1997-05-11,Sheffield Weds,Liverpool,1-1
1997-05-11,Tottenham,Coventry,1-2
1997-05-11,Wimbledon,Sunderland,1-0
1997-08-09,Barnsley,West Ham,1-2
1997-08-09,Blackburn,Derby,1-0
1997-08-09,Coventry,Chelsea,3-2
1997-08-09,Everton,Crystal Palace,1-2
1997-08-09,Leeds,Arsenal,1-1
1997-08-09,Leicester,Aston Villa,1-0
1997-08-09,Newcastle,Sheffield Weds,2-1
1997-08-09,Southampton,Bolton,0-1
1997-08-09,Wimbledon,Liverpool,1-1
1997-08-10,Tottenham,Man United,0-2
1997-08-11,Arsenal,Coventry,2-0
1997-08-12,Crystal Palace,Barnsley,0-1
1997-08-13,Aston Villa,Blackburn,0-4
1997-08-13,Liverpool,Leicester,1-2
1997-08-13,Man United,Southampton,1-0
1997-08-13,Sheffield Weds,Leeds,1-3
1997-08-13,West Ham,Tottenham,2-1
1997-08-23,Blackburn,Liverpool,1-1
1997-08-23,Coventry,Bolton,2-2
1997-08-23,Everton,West Ham,2-1
1997-08-23,Leeds,Crystal Palace,0-2
1997-08-23,Leicester,Man United,0-0
1997-08-23,Newcastle,Aston Villa,1-0
1997-08-23,Southampton,Arsenal,1-3
1997-08-23,Tottenham,Derby,1-0
1997-08-23,Wimbledon,Sheffield Weds,1-1
1997-08-24,Barnsley,Chelsea,0-6
1997-08-25,Blackburn,Sheffield Weds,7-2
1997-08-26,Leeds,Liverpool,0-2
1997-08-27,Barnsley,Bolton,2-1
1997-08-27,Coventry,West Ham,1-1
1997-08-27,Everton,Man United,0-2
1997-08-27,Leicester,Arsenal,3-3
1997-08-27,Southampton,Crystal Palace,1-0
1997-08-27,Tottenham,Aston Villa,3-2
1997-08-27,Wimbledon,Chelsea,0-2
1997-08-30,Arsenal,Tottenham,0-0
1997-08-30,Aston Villa,Leeds,1-0
1997-08-30,Chelsea,Southampton,4-2
1997-08-30,Crystal Palace,Blackburn,1-2
1997-08-30,Derby,Barnsley,1-0
1997-08-30,Man United,Coventry,3-0
1997-08-30,Sheffield Weds,Leicester,1-0
1997-08-30,West Ham,Wimbledon,3-1
1997-09-01,Bolton,Everton,0-0
1997-09-13,Arsenal,Bolton,4-1
1997-09-13,Barnsley,Aston Villa,0-3
1997-09-13,Coventry,Southampton,1-0
1997-09-13,Crystal Palace,Chelsea,0-3
1997-09-13,Derby,Everton,3-1
1997-09-13,Leicester,Tottenham,3-0
1997-09-13,Liverpool,Sheffield Weds,2-1
1997-09-13,Man United,West Ham,2-1
1997-09-13,Newcastle,Wimbledon,1-3
1997-09-14,Blackburn,Leeds,3-4
1997-09-20,Aston Villa,Derby,2-1
1997-09-20,Bolton,Man United,0-0
1997-09-20,Everton,Barnsley,4-2
1997-09-20,Leeds,Leicester,0-1
1997-09-20,Sheffield Weds,Coventry,0-0
1997-09-20,Southampton,Liverpool,1-1
1997-09-20,Tottenham,Blackburn,0-0
1997-09-20,West Ham,Newcastle,0-1
1997-09-20,Wimbledon,Crystal Palace,0-1
1997-09-21,Chelsea,Arsenal,2-3
1997-09-22,Liverpool,Aston Villa,3-0
1997-09-23,Bolton,Tottenham,1-1
1997-09-23,Wimbledon,Barnsley,4-1
1997-09-24,Arsenal,West Ham,4-0
1997-09-24,Coventry,Crystal Palace,1-1
1997-09-24,Leicester,Blackburn,1-1
1997-09-24,Man United,Chelsea,2-2
1997-09-24,Newcastle,Everton,1-0
1997-09-24,Sheffield Weds,Derby,2-5
1997-09-24,Southampton,Leeds,0-2
1997-09-27,Aston Villa,Sheffield Weds,2-2
1997-09-27,Barnsley,Leicester,0-2
1997-09-27,Chelsea,Newcastle,1-0
1997-09-27,Crystal Palace,Bolton,2-2
1997-09-27,Derby,Southampton,4-0
1997-09-27,Everton,Arsenal,2-2
1997-09-27,Leeds,Man United,1-0
1997-09-27,Tottenham,Wimbledon,0-0
1997-09-27,West Ham,Liverpool,2-1
1997-09-28,Blackburn,Coventry,0-0
1997-10-04,Arsenal,Barnsley,5-0
1997-10-04,Bolton,Aston Villa,0-1
1997-10-04,Coventry,Leeds,0-0
1997-10-04,Man United,Crystal Palace,2-0
1997-10-04,Newcastle,Tottenham,1-0
1997-10-04,Sheffield Weds,Everton,3-1
1997-10-04,Southampton,West Ham,3-0
1997-10-04,Wimbledon,Blackburn,0-1
1997-10-05,Liverpool,Chelsea,4-2
1997-10-06,Leicester,Derby,1-2
1997-10-18,Aston Villa,Wimbledon,1-2
1997-10-18,Blackburn,Southampton,1-0
1997-10-18,Chelsea,Leicester,1-0
1997-10-18,Crystal Palace,Arsenal,0-0
1997-10-18,Derby,Man United,2-2
1997-10-18,Everton,Liverpool,2-0
1997-10-18,Leeds,Newcastle,4-1
1997-10-18,West Ham,Bolton,3-0
1997-10-19,Tottenham,Sheffield Weds,3-2
1997-10-20,Barnsley,Coventry,2-0
1997-10-22,Derby,Wimbledon,1-1
1997-10-25,Coventry,Everton,0-0
1997-10-25,Liverpool,Derby,4-0
1997-10-25,Man United,Barnsley,7-0
1997-10-25,Newcastle,Blackburn,1-1
1997-10-25,Sheffield Weds,Crystal Palace,1-3
1997-10-25,Southampton,Tottenham,3-2
1997-10-25,Wimbledon,Leeds,1-0
1997-10-26,Arsenal,Aston Villa,0-0
1997-10-26,Bolton,Chelsea,1-0
1997-10-27,Leicester,West Ham,2-1
1997-11-01,Aston Villa,Chelsea,0-2
1997-11-01,Barnsley,Blackburn,1-1
1997-11-01,Bolton,Liverpool,1-1
1997-11-01,Derby,Arsenal,3-0
1997-11-01,Man United,Sheffield Weds,6-1
1997-11-01,Newcastle,Leicester,3-3
1997-11-01,Tottenham,Leeds,0-1
1997-11-01,Wimbledon,Coventry,1-2
1997-11-02,Everton,Southampton,0-2
1997-11-08,Blackburn,Everton,3-2
1997-11-08,Coventry,Newcastle,2-2
1997-11-08,Crystal Palace,Aston Villa,1-1
1997-11-08,Leeds,Derby,4-3
1997-11-08,Liverpool,Tottenham,4-0
1997-11-08,Sheffield Weds,Bolton,5-0
1997-11-08,Southampton,Barnsley,4-1
1997-11-09,Arsenal,Man United,3-2
1997-11-09,Chelsea,West Ham,2-1
1997-11-10,Leicester,Wimbledon,0-1
1997-11-22,Aston Villa,Everton,2-1
1997-11-22,Blackburn,Chelsea,1-0
1997-11-22,Derby,Coventry,3-1
1997-11-22,Leicester,Bolton,0-0
1997-11-22,Liverpool,Barnsley,0-1
1997-11-22,Newcastle,Southampton,2-1
1997-11-22,Sheffield Weds,Arsenal,2-0
1997-11-22,Wimbledon,Man United,2-5
1997-11-23,Leeds,West Ham,3-1
1997-11-24,Tottenham,Crystal Palace,0-1
1997-11-26,Chelsea,Everton,2-0
1997-11-29,Barnsley,Leeds,2-3
1997-11-29,Bolton,Wimbledon,1-0
1997-11-29,Chelsea,Derby,4-0
1997-11-29,Coventry,Leicester,0-2
1997-11-29,Crystal Palace,Newcastle,1-2
1997-11-29,Everton,Tottenham,0-2
1997-11-29,Southampton,Sheffield Weds,2-3
1997-11-29,West Ham,Aston Villa,2-1
1997-11-30,Arsenal,Liverpool,0-1
1997-11-30,Man United,Blackburn,4-0
1997-12-01,Bolton,Newcastle,1-0
1997-12-03,West Ham,Crystal Palace,4-1
1997-12-06,Aston Villa,Coventry,3-0
1997-12-06,Blackburn,Bolton,3-1
1997-12-06,Derby,West Ham,2-0
1997-12-06,Leeds,Everton,0-0
1997-12-06,Leicester,Crystal Palace,1-1
1997-12-06,Liverpool,Man United,1-3
1997-12-06,Newcastle,Arsenal,0-1
1997-12-06,Tottenham,Chelsea,1-6
1997-12-07,Wimbledon,Southampton,1-0
1997-12-08,Sheffield Weds,Barnsley,2-1
1997-12-13,Arsenal,Blackburn,1-3
1997-12-13,Barnsley,Newcastle,2-2
1997-12-13,Chelsea,Leeds,0-0
1997-12-13,Coventry,Tottenham,4-0
1997-12-13,Crystal Palace,Liverpool,0-3
1997-12-13,Everton,Wimbledon,0-0
1997-12-13,Southampton,Leicester,2-1
1997-12-13,West Ham,Sheffield Weds,1-0
1997-12-14,Bolton,Derby,3-3
1997-12-15,Man United,Aston Villa,1-0
1997-12-17,Newcastle,Derby,0-0
1997-12-20,Aston Villa,Southampton,1-1
1997-12-20,Blackburn,West Ham,3-0
1997-12-20,Derby,Crystal Palace,0-0
1997-12-20,Leeds,Bolton,2-0
1997-12-20,Leicester,Everton,0-1
1997-12-20,Liverpool,Coventry,1-0
1997-12-20,Sheffield Weds,Chelsea,1-4
1997-12-20,Tottenham,Barnsley,3-0
1997-12-21,Newcastle,Man United,0-1
1997-12-26,Arsenal,Leicester,2-1
1997-12-26,Aston Villa,Tottenham,4-1
1997-12-26,Bolton,Barnsley,1-1
1997-12-26,Chelsea,Wimbledon,1-1
1997-12-26,Crystal Palace,Southampton,1-1
1997-12-26,Derby,Newcastle,1-0
1997-12-26,Liverpool,Leeds,3-1
1997-12-26,Man United,Everton,2-0
1997-12-26,Sheffield Weds,Blackburn,0-0
1997-12-26,West Ham,Coventry,1-0
1997-12-28,Barnsley,Derby,1-0
1997-12-28,Blackburn,Crystal Palace,2-2
1997-12-28,Coventry,Man United,3-2
1997-12-28,Everton,Bolton,3-2
1997-12-28,Leeds,Aston Villa,1-1
1997-12-28,Leicester,Sheffield Weds,1-1
1997-12-28,Newcastle,Liverpool,1-2
1997-12-28,Tottenham,Arsenal,1-1
1997-12-28,Wimbledon,West Ham,1-2
1997-12-29,Southampton,Chelsea,1-0
1998-01-10,Arsenal,Leeds,2-1
1998-01-10,Aston Villa,Leicester,1-1
1998-01-10,Bolton,Southampton,0-0
1998-01-10,Chelsea,Coventry,3-1
1998-01-10,Crystal Palace,Everton,1-3
1998-01-10,Liverpool,Wimbledon,2-0
1998-01-10,Man United,Tottenham,2-0
1998-01-10,Sheffield Weds,Newcastle,2-1
1998-01-10,West Ham,Barnsley,6-0
1998-01-11,Derby,Blackburn,3-1
1998-01-17,Barnsley,Crystal Palace,1-0
1998-01-17,Blackburn,Aston Villa,5-0
1998-01-17,Coventry,Arsenal,2-2
1998-01-17,Leeds,Sheffield Weds,1-2
1998-01-17,Leicester,Liverpool,0-0
1998-01-17,Newcastle,Bolton,2-1
1998-01-17,Tottenham,West Ham,1-0
1998-01-17,Wimbledon,Derby,0-0
1998-01-18,Everton,Chelsea,3-1
1998-01-19,Southampton,Man United,1-0
1998-01-20,Liverpool,Newcastle,1-0
1998-01-31,Arsenal,Southampton,3-0
1998-01-31,Bolton,Coventry,1-5
1998-01-31,Chelsea,Barnsley,2-0
1998-01-31,Crystal Palace,Leeds,0-2
1998-01-31,Derby,Tottenham,2-1
1998-01-31,Liverpool,Blackburn,0-0
1998-01-31,Man United,Leicester,0-1
1998-01-31,Sheffield Weds,Wimbledon,1-1
1998-01-31,West Ham,Everton,2-2
1998-02-01,Aston Villa,Newcastle,0-1
1998-02-07,Barnsley,Everton,2-2
1998-02-07,Blackburn,Tottenham,0-3
1998-02-07,Coventry,Sheffield Weds,1-0
1998-02-07,Derby,Aston Villa,0-1
1998-02-07,Leicester,Leeds,1-0
1998-02-07,Liverpool,Southampton,2-3
1998-02-07,Man United,Bolton,1-1
1998-02-07,Newcastle,West Ham,0-1
1998-02-08,Arsenal,Chelsea,2-0
1998-02-09,Crystal Palace,Wimbledon,0-3
1998-02-14,Everton,Derby,1-2
1998-02-14,Sheffield Weds,Liverpool,3-3
1998-02-14,Tottenham,Leicester,1-1
1998-02-18,Aston Villa,Man United,0-2
1998-02-18,Southampton,Coventry,1-2
1998-02-21,Arsenal,Crystal Palace,1-0
1998-02-21,Bolton,West Ham,1-1
1998-02-21,Coventry,Barnsley,1-0
1998-02-21,Leicester,Chelsea,2-0
1998-02-21,Man United,Derby,2-0
1998-02-21,Sheffield Weds,Tottenham,1-0
1998-02-21,Southampton,Blackburn,3-0
1998-02-21,Wimbledon,Aston Villa,2-1
1998-02-22,Newcastle,Leeds,1-1
1998-02-23,Liverpool,Everton,1-1
1998-02-28,Aston Villa,Liverpool,2-1
1998-02-28,Barnsley,Wimbledon,2-1
1998-02-28,Blackburn,Leicester,5-3
1998-02-28,Chelsea,Man United,0-1
1998-02-28,Crystal Palace,Coventry,0-3
1998-02-28,Derby,Sheffield Weds,3-0
1998-02-28,Everton,Newcastle,0-0
1998-02-28,Leeds,Southampton,0-1
1998-03-01,Tottenham,Bolton,1-0
1998-03-02,West Ham,Arsenal,0-0
1998-03-04,Leeds,Tottenham,1-0
1998-03-07,Liverpool,Bolton,2-1
1998-03-07,Sheffield Weds,Man United,2-0
1998-03-07,Southampton,Everton,2-1
1998-03-08,Chelsea,Aston Villa,0-1
1998-03-11,Aston Villa,Barnsley,0-1
1998-03-11,Chelsea,Crystal Palace,6-2
1998-03-11,Leeds,Blackburn,4-0
1998-03-11,West Ham,Man United,1-1
1998-03-11,Wimbledon,Arsenal,0-1
1998-03-14,Aston Villa,Crystal Palace,3-1
1998-03-14,Barnsley,Southampton,4-3
1998-03-14,Bolton,Sheffield Weds,3-2
1998-03-14,Everton,Blackburn,1-0
1998-03-14,Man United,Arsenal,0-1
1998-03-14,Newcastle,Coventry,0-0
1998-03-14,Tottenham,Liverpool,3-3
1998-03-14,West Ham,Chelsea,2-1
1998-03-14,Wimbledon,Leicester,2-1
1998-03-15,Derby,Leeds,0-5
1998-03-18,Newcastle,Crystal Palace,1-2
1998-03-28,Arsenal,Sheffield Weds,1-0
1998-03-28,Barnsley,Liverpool,2-3
1998-03-28,Bolton,Leicester,2-0
1998-03-28,Coventry,Derby,1-0
1998-03-28,Crystal Palace,Tottenham,1-3
1998-03-28,Everton,Aston Villa,1-4
1998-03-28,Man United,Wimbledon,2-0
1998-03-28,Southampton,Newcastle,2-1
1998-03-30,West Ham,Leeds,3-0
1998-03-31,Blackburn,Barnsley,2-1
1998-03-31,Bolton,Arsenal,0-1
1998-03-31,Wimbledon,Newcastle,0-0
1998-04-04,Aston Villa,West Ham,2-0
1998-04-04,Leeds,Barnsley,2-1
1998-04-04,Leicester,Coventry,1-1
1998-04-04,Sheffield Weds,Southampton,1-0
1998-04-04,Tottenham,Everton,1-1
1998-04-04,Wimbledon,Bolton,0-0
1998-04-05,Derby,Chelsea,0-1
1998-04-06,Blackburn,Man United,1-3
1998-04-08,Leeds,Chelsea,3-1
1998-04-10,Man United,Liverpool,1-1
1998-04-11,Arsenal,Newcastle,3-1
1998-04-11,Barnsley,Sheffield Weds,2-1
1998-04-11,Bolton,Blackburn,2-1
1998-04-11,Chelsea,Tottenham,2-0
1998-04-11,Coventry,Aston Villa,1-2
1998-04-11,Crystal Palace,Leicester,0-3
1998-04-11,Everton,Leeds,2-0
1998-04-11,Southampton,Wimbledon,0-1
1998-04-11,West Ham,Derby,0-0
1998-04-13,Blackburn,Arsenal,1-4
1998-04-13,Derby,Bolton,4-0
1998-04-13,Liverpool,Crystal Palace,2-1
1998-04-13,Newcastle,Barnsley,2-1
1998-04-13,Sheffield Weds,West Ham,1-1
1998-04-13,Tottenham,Coventry,1-1
1998-04-13,Wimbledon,Everton,0-0
1998-04-14,Leicester,Southampton,3-3
1998-04-18,Arsenal,Wimbledon,5-0
1998-04-18,Barnsley,Tottenham,1-1
1998-04-18,Bolton,Leeds,2-3
1998-04-18,Crystal Palace,Derby,3-1
1998-04-18,Everton,Leicester,1-1
1998-04-18,Man United,Newcastle,1-1
1998-04-18,Southampton,Aston Villa,1-2
1998-04-18,West Ham,Blackburn,2-1
1998-04-19,Chelsea,Sheffield Weds,1-0
1998-04-19,Coventry,Liverpool,1-1
1998-04-25,Aston Villa,Bolton,1-3
1998-04-25,Barnsley,Arsenal,0-2
1998-04-25,Blackburn,Wimbledon,0-0
1998-04-25,Chelsea,Liverpool,4-1
1998-04-25,Everton,Sheffield Weds,1-3
1998-04-25,Leeds,Coventry,3-3
1998-04-25,Tottenham,Newcastle,2-0
1998-04-25,West Ham,Southampton,2-4
1998-04-26,Derby,Leicester,0-4
1998-04-27,Crystal Palace,Man United,0-3
1998-04-29,Arsenal,Derby,1-0
1998-04-29,Chelsea,Blackburn,0-1
1998-04-29,Coventry,Wimbledon,0-0
1998-04-29,Leicester,Newcastle,0-0
1998-05-02,Bolton,Crystal Palace,5-2
1998-05-02,Coventry,Blackburn,2-0
1998-05-02,Leicester,Barnsley,1-0
1998-05-02,Liverpool,West Ham,5-0
1998-05-02,Newcastle,Chelsea,3-1
1998-05-02,Sheffield Weds,Aston Villa,1-3
1998-05-02,Southampton,Derby,0-2
1998-05-02,Wimbledon,Tottenham,2-6
1998-05-03,Arsenal,Everton,4-0
1998-05-04,Man United,Leeds,3-0
1998-05-05,Crystal Palace,West Ham,3-3
1998-05-06,Liverpool,Arsenal,4-0
1998-05-10,Aston Villa,Arsenal,1-0
1998-05-10,Barnsley,Man United,0-2
1998-05-10,Blackburn,Newcastle,1-0
1998-05-10,Chelsea,Bolton,2-0
1998-05-10,Crystal Palace,Sheffield Weds,1-0
1998-05-10,Derby,Liverpool,1-0
1998-05-10,Everton,Coventry,1-1
1998-05-10,Leeds,Wimbledon,1-1
1998-05-10,Tottenham,Southampton,1-1
1998-05-10,West Ham,Leicester,4-3
